pk_order,fk_seller,fk_opportunity,dt_checkout_date,cohort,ds_type_of_load,adjusted_gmv,adjusted_net_revenue,adjusted_contribution_margin
a0b9N000000dg0eQAA,00109000009gqrFAAQ,"",2024-02-29,2023-01-13,Acquisition,"","",""
a0b9N000000diTUQAY,00109000009gqrFAAQ,"",2024-03-04,2023-01-13,Acquisition,"","",""
a0b9N000000dijzQAA,00109000009hHATAA2,0069N000003VkbzQAC,2024-03-05,2024-03-05,Acquisition,"","",""
a0b9N000000djrwQAA,00109000009gkbWAAQ,0069N000003bCA6QAM,2024-03-08,2023-03-28,Mixed,35386.8000,521.6000,-378.4000
a0b9N000000dlgNQAQ,0019N000006AUUcQAO,0069N000003bj8FQAQ,2024-03-14,2024-02-13,Mixed,9635.0000,1162.4000,-277.6000
a0b9N000000dlqeQAA,0019N00000577L6QAI,"",2024-03-14,2024-03-13,Acquisition,"","",""
a0b9N000000IqeqQAC,0010900001OUJNPAA5,0069N000002VIpzQAG,2023-01-10,2023-01-10,Mixed,34979.2000,2842.0600,1942.0600
a0b9N000000Isk3QAC,0019N000003MnlTQAS,0069N000002NWOpQAO,2023-01-10,2023-01-04,Mixed,19425.6000,1789.2000,539.2000
a0b9N000000IyW8QAK,00109000019J4bVAAS,0060900000LSORAAA5,2023-01-12,2023-01-12,Liquidation,29016.0000,14284.8000,13134.8000
a0b9N000000J2z4QAC,0019N000003kVqGQAU,0069N000002VuOgQAK,2023-01-16,2023-01-16,Mixed,125.2000,50.0800,50.0800
a0b9N000000JAyzQAG,0010900000YLAygAAH,0069N000002SRvtQAG,2023-01-19,2023-01-19,Mixed,197098.5000,3428.6900,1927.1600
a0b9N000000JQ6QQAW,00109000019J4dRAAS,0060900000LT9p2AAD,2023-01-26,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000JonrQAC,00109000019J4bzAAC,0060900000CSgJiAAL,2023-02-06,2023-01-09,Liquidation,35298.5000,3745.5000,1895.5000
a0b9N000000KIvvQAG,00109000009gqrFAAQ,"",2023-02-13,2023-01-13,Acquisition,14284.8000,6497.5100,6497.5100
a0b9N000000KUlDQAW,00109000009gnWVAAY,0069N000002bX3hQAE,2023-02-16,2023-01-02,Mixed,9886.5000,1682.5000,182.5000
a0b9N000000LL3UQAW,00109000019J4bVAAS,0069N000002VXUiQAO,2023-02-23,2023-01-12,Liquidation,42926.9900,1750.1900,1450.1900
a0b9N000000LfmFQAS,0019N0000040oUJQAY,0069N000002bYxNQAU,2023-02-28,2023-02-28,Mixed,1041.6600,462.9600,462.9600
a0b9N000000LxXrQAK,0010900000vf5U1AAI,0069N000002dfZvQAI,2023-03-03,2023-03-03,Mixed,3408.0000,664.0000,474.0000
a0b9N000000M0AxQAK,00109000009h59NAAQ,0069N000002bFqSQAU,2023-03-06,2023-01-04,Mixed,0.0000,-250.4000,-850.4000
a0b9N000000M2vfQAC,0010900001JUsNtAAL,0069N000002ePkfQAE,2023-03-07,2023-03-07,Liquidation,39785.0400,-3246.9600,-3246.9600
a0b9N000000MegYQAS,00109000009gsyPAAQ,0069N000002gBVrQAM,2023-03-17,2023-02-23,Mixed,6761.5200,89.2500,89.2500
a0b9N000000MgpUQAS,00109000013Te7uAAC,0060900000JHJnbAAH,2023-03-19,2023-01-17,Acquisition,198074.2500,6097.6700,5848.7900
a0b9N000000Ml6iQAC,0019N000004FMv5QAG,0069N000002g6qnQAA,2023-03-21,2023-03-21,Mixed,23891.8400,2.4100,-402.5900
a0b9N000000MoJlQAK,0019N000004D9q7QAC,0069N000002fjTvQAI,2023-03-23,2023-03-23,Mixed,8632.8300,3952.3800,2142.3800
a0b9N000000MpU1QAK,00109000009gqrFAAQ,"",2023-03-24,2023-01-13,Acquisition,13342.4000,6247.2600,6247.2600
a0b9N000000N7ofQAC,00109000009gkKfAAI,0069N000002iKMCQA2,2023-03-30,2023-02-16,Mixed,186040.1100,8483.0200,7286.9500
a0b9N000000N9HOQA0,00109000017SucwAAC,0069N000002iPEUQA2,2023-03-31,2023-01-17,Mixed,49124.8900,1700.9600,1120.9600
a0b9N000000NDxcQAG,00109000017SucvAAC,"",2023-04-03,2023-04-03,Mixed,128324.6000,6070.5400,2045.6800
a0b9N000000Nd67QAC,00109000009gnWVAAY,0069N000002kO3EQAU,2023-04-14,2023-01-02,Mixed,10752.7500,1741.1600,241.1600
a0b9N000000NgjsQAC,0019N000002byH0QAI,0069N000002knaUQAQ,2023-04-17,2023-03-08,Mixed,49850.1200,3827.2300,927.2300
a0b9N000000NkphQAC,00109000009gnWVAAY,0069N000002kO3EQAU,2023-04-18,2023-01-02,Mixed,10257.1500,1657.3700,157.3700
a0b9N000000Np59QAC,0019N000002byH0QAI,"",2023-04-19,2023-03-08,Mixed,51049.6000,4053.2300,853.2300
a0b9N000000NqMNQA0,00109000009gqrFAAQ,"",2023-04-19,2023-01-13,Acquisition,13257.0000,6718.1600,6718.1600
a0b9N000000NraYQAS,00109000009gqrFAAQ,"",2023-04-20,2023-01-13,Acquisition,13716.0000,6905.0400,6905.0400
a0b9N000000NuefQAC,00109000009gpRvAAI,0069N000002lB0BQAU,2023-04-20,2023-04-20,Mixed,5982.7000,260.7000,53.7000
a0b9N000000NwICQA0,0019N000003WT29QAG,0069N000002lIiVQAU,2023-04-21,2023-03-24,Mixed,194448.6000,6961.7400,5761.7400
a0b9N000000NwJFQA0,00109000009h59NAAQ,0069N000002l2waQAA,2023-04-21,2023-01-04,Mixed,27962.5000,5562.5000,3987.5000
a0b9N000000OBFFQA4,00109000009gnWVAAY,0069N000002fxe9QAA,2023-04-26,2023-01-02,Mixed,10584.6000,1713.9900,213.9900
a0b9N000000OdTbQAK,00109000019J4bzAAC,0060900000LSKtZAAX,2023-05-04,2023-01-09,Liquidation,29736.0000,5947.2000,4747.2000
a0b9N000000PK9sQAG,00109000009grvFAAQ,0069N000002myIyQAI,2023-05-15,2023-05-12,Mixed,32578.6000,2449.3400,1349.3400
a0b9N000000PKoeQAG,00109000009gqrFAAQ,"",2023-05-15,2023-01-13,Acquisition,12448.8000,5364.7800,5364.7800
a0b9N000000PM8AQAW,00109000009gnWVAAY,0069N000002o2twQAA,2023-05-16,2023-01-02,Mixed,9172.3500,1708.3500,208.3500
a0b9N000000PPdYQAW,0019N000004faVAQAY,0069N000002or9nQAA,2023-05-17,2023-05-17,Mixed,4020.8000,1098.8000,618.8000
a0b9N000000PPyRQAW,0010900000YLAygAAH,0069N000002SRvtQAG,2023-05-17,2023-01-19,Mixed,177424.3000,2595.3200,274.5200
a0b9N000000PV1AQAW,0019N000004hix6QAA,0069N000002pLEyQAM,2023-05-22,2023-05-22,Mixed,3832.1500,62.5500,62.5500
a0b9N000000PV94QAG,00109000009gkK1AAI,0069N000002RFoYQAW,2023-05-22,2023-01-13,Mixed,46538.7400,3895.1400,2645.1400
a0b9N000000PWecQAG,0019N0000039J9IQAU,0060900000JGe9RAAT,2023-05-22,2023-01-08,Mixed,90611.8000,1635.5100,1635.5100
a0b9N000000PXZyQAO,00109000009h59NAAQ,0069N000002m3dzQAA,2023-05-23,2023-01-04,Mixed,7822.8000,-38.1600,-808.1600
a0b9N000000Pa1AQAS,0019N000004hfMLQAY,0069N000002pccMQAQ,2023-05-24,2023-05-22,Mixed,44952.8800,378.8800,145.2800
a0b9N000000Pk6eQAC,0019N0000039J9IQAU,0060900000JGe9RAAT,2023-05-30,2023-01-08,Mixed,507156.7000,9969.7200,9969.7200
a0b9N000000PmScQAK,00109000009gtL0AAI,0069N000002qqRcQAI,2023-05-31,2023-03-01,Mixed,188974.0800,3806.4800,3806.4800
a0b9N000000PmgYQAS,00109000009h59NAAQ,0069N000002qoh1QAA,2023-06-01,2023-01-04,Acquisition,15663.0000,4494.6000,4144.6000
a0b9N000000QAvmQAG,0019N000004hfMLQAY,0069N000002tP3nQAE,2023-06-14,2023-05-22,Mixed,89522.5300,2156.1300,2156.1300
a0b9N000000QD7NQAW,00109000009gnyVAAQ,0069N000002tXLRQA2,2023-06-15,2023-01-24,Mixed,22675.9500,2985.0100,1635.0100
a0b9N000000QJehQAG,0019N0000047dmLQAQ,0069N000002tg76QAA,2023-06-16,2023-04-21,Mixed,1214.0000,1214.0000,-1286.0000
a0b9N000000QYz2QAG,00109000009gqrFAAQ,"",2023-06-20,2023-01-13,Acquisition,"","",""
a0b9N000000QazCQAS,00109000009gkQdAAI,0069N000002uBUwQAM,2023-06-21,2023-02-15,Mixed,37984.0000,3798.4000,2908.4000
a0b9N000000Qe9DQAS,0019N000004Y3c3QAC,0069N000002nN5OQAU,2023-06-22,2023-05-08,Mixed,9792.8400,593.2600,-76.7400
a0b9N000000Qen3QAC,00109000017SucvAAC,"",2023-06-22,2023-04-03,Mixed,1505627.5000,44088.8500,44088.8500
a0b9N000000QjHtQAK,0019N000003WT29QAG,0069N000002u9K0QAI,2023-06-26,2023-03-24,Acquisition,176602.9650,1649.7250,816.8350
a0b9N000000R92jQAC,0019N000004hfMLQAY,0069N000002wR4zQAE,2023-07-05,2023-05-22,Mixed,44250.7600,738.7600,738.7600
a0b9N000000RGj2QAG,0019N000003XmyfQAC,"",2023-07-10,2023-05-09,Acquisition,146229.6000,7463.8300,6963.8300
a0b9N000000RIXnQAO,0019N0000039J9IQAU,"",2023-07-11,2023-01-08,Mixed,434073.5000,7834.4000,7834.4000
a0b9N000000RNAuQAO,00109000009gqrFAAQ,"",2023-07-13,2023-01-13,Acquisition,10903.2000,5913.0900,5913.0900
a0b9N000000RPiBQAW,00109000019J4cnAAC,0060900000LT9p2AAD,2023-07-14,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000RRrFQAW,00109000019IFweAAG,"",2023-07-16,2023-01-08,Mixed,155054.1600,3010.5000,3010.5000
a0b9N000000Rdk8QAC,00109000009h59NAAQ,0069N000002tjKwQAI,2023-07-24,2023-01-04,Acquisition,12074.4000,4179.6000,2329.6000
a0b9N000000RhOBQA0,00109000009gnWVAAY,0069N000002xrfyQAA,2023-07-25,2023-01-02,Mixed,7809.7500,1657.1700,237.1700
a0b9N000000RispQAC,00109000009gn4pAAA,0069N000002zLwvQAE,2023-07-26,2023-07-26,Mixed,3186.0000,486.0000,370.7500
a0b9N000000Rz3jQAC,00109000019J4cEAAS,0069N000002yn1NQAQ,2023-08-03,2023-01-09,Liquidation,184482.4400,1810.5600,1567.9800
a0b9N000000S0ZPQA0,00109000009gnWVAAY,0069N000002xrfyQAA,2023-08-04,2023-01-02,Mixed,7877.2500,1666.1500,166.1500
a0b9N000000S0n6QAC,00109000009gnWVAAY,0069N000002xrfyQAA,2023-08-04,2023-01-02,Mixed,7823.2500,1660.0300,160.0300
a0b9N000000S1q4QAC,0010900000YLAygAAH,0069N000002SRvtQAG,2023-08-07,2023-01-19,Mixed,180019.6200,859.2500,-815.2700
a0b9N000000S5dvQAC,0019N000004I0XRQA0,0069N0000031qxRQAQ,2023-08-09,2023-03-21,Mixed,164710.0700,964.1400,-835.8600
a0b9N000000SFRIQA4,0019N000004SQNtQAO,0069N0000033MgsQAE,2023-08-17,2023-04-27,Mixed,49233.2700,5309.7000,3879.7000
a0b9N000000SP0UQAW,00109000009gnWVAAY,0069N0000032p9NQAQ,2023-08-25,2023-01-02,Mixed,8932.3500,1893.3900,393.3900
a0b9N000000SP0oQAG,00109000009gnWVAAY,0069N0000032p9NQAQ,2023-08-25,2023-01-02,Mixed,8777.2500,1852.2700,352.2700
a0b9N000000SP0tQAG,00109000009gnWVAAY,0069N0000032p9NQAQ,2023-08-25,2023-01-02,Mixed,8890.0500,1881.6700,381.6700
a0b9N000000SdCvQAK,00109000009gtL0AAI,0069N0000034pPVQAY,2023-09-02,2023-03-01,Mixed,182991.4100,3903.9000,2103.9000
a0b9N000000Se8lQAC,0019N000004hfMLQAY,0069N0000035wU8QAI,2023-09-04,2023-05-22,Mixed,41423.5200,-2297.0800,-2297.0800
a0b9N000000SihKQAS,00109000009gnWVAAY,0069N0000032p9NQAQ,2023-09-05,2023-01-02,Mixed,8890.0500,1876.1100,376.1100
a0b9N000000SkArQAK,00109000009gkViAAI,"",2023-09-06,2023-03-31,Mixed,49604.3900,4876.2600,4876.2600
a0b9N000000SskcQAC,0019N000003qPBeQAM,0069N0000034ycAQAQ,2023-09-07,2023-01-25,Mixed,31802.3400,904.5900,-145.4100
a0b9N000000SuDNQA0,00109000019J4cEAAS,"",2023-09-08,2023-01-09,Liquidation,173694.1400,4852.5000,4852.5000
a0b9N000000SwU7QAK,0019N0000051t73QAA,0069N0000037D2wQAE,2023-09-11,2023-07-18,Mixed,30668.4000,1168.6000,468.6000
a0b9N000000TVdvQAG,00109000009gnWVAAY,0069N0000037xoaQAA,2023-09-19,2023-01-02,Mixed,8560.0500,1755.0100,255.0100
a0b9N000000TaQ2QAK,00109000009goB5AAI,0069N0000038boEQAQ,2023-09-20,2023-09-20,Mixed,1954.8100,258.2100,258.2100
a0b9N000000TabqQAC,00109000009goB5AAI,0069N0000038bsWQAQ,2023-09-20,2023-09-20,Mixed,2112.3800,300.9800,300.9800
a0b9N000000TewuQAC,0019N0000051t73QAA,0069N0000036ITGQA2,2023-09-21,2023-07-18,Mixed,47967.8400,1281.7500,-953.2500
a0b9N000000Thm4QAC,0010900000BUgbwAAD,0069N0000037e9bQAA,2023-09-22,2023-07-31,Mixed,9454.0500,2146.7700,646.7700
a0b9N000000UBBHQA4,0019N000004FMv5QAG,0069N0000031qxRQAQ,2023-10-03,2023-03-21,Acquisition,8997.5000,293.6200,293.6200
a0b9N000000Uik6QAC,0019N0000035zx2QAA,"",2023-10-11,2023-10-06,Mixed,22977.5800,523.6400,-76.3600
a0b9N000000VHK1QAO,00109000009gqrFAAQ,"",2023-10-12,2023-01-13,Acquisition,"","",""
a0b9N000000WBUBQA4,00109000009gqrFAAQ,"",2023-10-18,2023-01-13,Acquisition,9086.0000,4403.7100,4403.7100
a0b9N000000WDriQAG,00109000009gnf5AAA,0069N000003DjrWQAS,2023-10-19,2023-10-19,Mixed,24518.2000,1975.4000,555.4000
a0b9N000000Xs2mQAC,00109000017SucwAAC,"",2023-10-24,2023-01-17,Mixed,47501.2800,1532.3400,1012.3400
a0b9N000000YzpVQAS,00109000019J4dRAAS,0060900000LT9p2AAD,2023-11-08,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000Z1yfQAC,00109000009gp3hAAA,0069N000003HS2TQAW,2023-11-08,2023-11-08,Mixed,182314.4800,3235.0300,993.4100
a0b9N000000Z2iDQAS,0019N000004JzAQQA0,0069N000003FCTeQAO,2023-11-09,2023-04-04,Mixed,3333.2200,697.2200,277.2200
a0b9N000000ZQ8nQAG,00109000009gnWVAAY,0069N000003DFFsQAO,2023-11-10,2023-01-02,Mixed,9417.2200,1690.5500,590.5500
a0b9N000000ZrpoQAC,00109000009gqrFAAQ,"",2023-11-21,2023-01-13,Acquisition,9864.8000,4906.1500,4906.1500
a0b9N000000aKoSQAU,00109000009gqrFAAQ,"",2023-11-28,2023-01-13,Acquisition,12825.6000,6913.1000,6913.1000
a0b9N000000aPv7QAE,0019N000004JzAQQA0,0069N000003LajAQAS,2023-11-30,2023-04-04,Mixed,1019.1000,71.1000,71.1000
a0b9N000000ae0vQAA,0010900001TGvjuAAD,"",2023-12-04,2023-02-01,Liquidation,28552.5000,13486.5000,12156.5000
a0b9N000000ajvwQAA,00109000009gp3hAAA,"",2023-12-05,2023-11-08,Mixed,186815.0400,3403.0300,707.1100
a0b9N000000biy7QAA,0019N000005UlENQA0,"",2023-12-20,2023-12-20,Acquisition,1508.0400,1635.4800,1635.4800
a0b9N000000c7odQAA,00109000009gnWVAAY,0069N000003OZOLQA4,2024-01-02,2023-01-02,Mixed,9607.8000,1908.7800,408.7800
a0b9N000000cAq7QAE,00109000009gnWVAAY,0069N000003OZOLQA4,2024-01-04,2023-01-02,Mixed,9237.9600,1838.4000,338.4000
a0b9N000000cVsaQAE,00109000009gqrFAAQ,"",2024-01-10,2023-01-13,Acquisition,14738.4000,8246.3500,8246.3500
a0b9N000000ci6gQAA,0019N000005cM6KQAU,0069N000003SngmQAC,2024-01-15,2023-12-04,Acquisition,"","",""
a0b9N000000dGFDQA2,0019N000005cM6KQAU,0069N000003SnFvQAK,2024-01-22,2023-12-04,Acquisition,"","",""
a0b9N000000dGc8QAE,00109000009gnWVAAY,0069N000003Uhu7QAC,2024-01-22,2023-01-02,Mixed,10230.9200,2043.4400,543.4400
a0b9N000000dHmUQAU,0019N000005cM6KQAU,0069N000003SnFvQAK,2024-01-24,2023-12-04,Acquisition,"","",""
a0b9N000000dHsBQAU,0019N000005EUnbQAG,0069N000003WNYMQA4,2024-01-24,2024-01-24,Mixed,190345.1600,3767.7600,2152.9200
a0b9N000000dHvAQAU,0019N000005ZC8AQAW,0069N000003QZBiQAO,2024-01-24,2024-01-24,Acquisition,"","",""
a0b9N000000dHxBQAU,0019N000005RTHyQAO,0069N000003McFtQAK,2024-01-24,2024-01-24,Acquisition,"","",""
a0b9N000000dI1NQAU,0019N000004XHTeQAO,"",2024-01-24,2023-04-26,Acquisition,42592.9900,3454.3600,3454.3600
a0b9N000000dIYeQAM,00109000009gkU6AAI,0060900000JHpe2AAD,2024-01-25,2023-01-02,Mixed,200160.0000,2224.0000,2224.0000
a0b9N000000dN7FQAU,0019N000003uTtYQAU,"",2024-02-01,2023-05-10,Mixed,8450.8700,674.4100,24.4100
a0b9N000000dPLlQAM,0019N000005cM6KQAU,0069N000003SngmQAC,2024-02-05,2023-12-04,Acquisition,"","",""
a0b9N000000dQwAQAU,0010900000IK8QWAA1,"",2024-02-07,2023-01-19,Acquisition,179884.8800,3355.8100,2905.8100
a0b9N000000dR5zQAE,00109000019J4dRAAS,0060900000LT9p2AAD,2024-02-08,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000dRYgQAM,0019N000006AMg1QAG,0069N000003Y7NFQA0,2024-02-09,2024-02-09,Liquidation,175094.1100,"",""
a0b9N000000dcDuQAI,0019N00000696yPQAQ,"",2024-02-15,2024-02-15,Mixed,17522.5500,2285.5500,2285.5500
a0b9N000000ddIPQAY,0019N000005cM6KQAU,0069N000003SnFvQAK,2024-02-19,2023-12-04,Acquisition,"","",""
a0b9N000000ddtyQAA,0019N000005cM6KQAU,0069N000003SngmQAC,2024-02-21,2023-12-04,Acquisition,"","",""
a0b9N000000deA6QAI,00109000009gnWVAAY,0069N000003ZA1GQAW,2024-02-22,2023-01-02,Mixed,10039.8000,1961.8000,461.8000
a0b9N000000deGOQAY,0019N000005BH6OQAW,0069N000003U5WBQA0,2024-02-22,2023-12-13,Acquisition,"","",""
a0b9N000000dfMTQAY,0019N000005cM6KQAU,0069N000003SnFvQAK,2024-02-27,2023-12-04,Acquisition,"","",""
a0b9N000000di7yQAA,00109000009gqrFAAQ,"",2024-03-04,2023-01-13,Acquisition,"","",""
a0b9N000000di8XQAQ,0019N000006DPwqQAG,"",2024-03-04,2024-03-04,Mixed,5242.5400,606.0400,341.0400
a0b9N000000dkWTQAY,00109000009gnWVAAY,0069N000003ZA1GQAW,2024-03-11,2023-01-02,Mixed,11266.5000,2145.5000,645.5000
a0b9N000000dkWiQAI,00109000009gnWVAAY,0069N000003ZA1GQAW,2024-03-11,2023-01-02,Mixed,10396.5000,2035.0000,535.0000
a0b9N000000Io2nQAC,0019N0000039J9IQAU,0060900000JGe9RAAT,2023-01-08,2023-01-08,Mixed,483148.0800,9103.4000,7129.1900
a0b9N000000IoE9QAK,00109000019J4bzAAC,0060900000LSKtZAAX,2023-01-09,2023-01-09,Liquidation,32016.0000,922.0000,23.2500
a0b9N000000JG5QQAW,0019N000003MOUUQA4,0069N000002PO2zQAG,2023-01-23,2023-01-18,Acquisition,"","",""
a0b9N000000JUQZQA4,0010900001JYg52AAD,0069N000002YsXNQA0,2023-01-30,2023-01-30,Mixed,77984.5300,-2136.3500,-3136.3500
a0b9N000000JYbWQAW,0010900001TGvjuAAD,0069N000002YtNYQA0,2023-02-01,2023-02-01,Liquidation,17665.7000,9180.6000,6831.2600
a0b9N000000JZ5PQAW,00109000009grd6AAA,0069N000002VZfzQAG,2023-02-01,2023-02-01,Mixed,1450.8000,210.8000,195.8000
a0b9N000000JmU0QAK,00109000017SucwAAC,0069N000002Y1yhQAC,2023-02-06,2023-01-17,Mixed,60787.7300,1807.8200,1207.8200
a0b9N000000La6KQAS,00109000009gkKzAAI,00609000002k2sOAAQ,2023-02-27,2023-02-27,Mixed,0.0000,0.0000,0.0000
a0b9N000000LiTQQA0,00109000009goYsAAI,0069N000002dQgvQAE,2023-03-01,2023-03-01,Mixed,7072.5000,862.5000,862.5000
a0b9N000000LzSFQA0,00109000009h59NAAQ,0069N000002bFqSQAU,2023-03-06,2023-01-04,Mixed,0.0000,-250.4000,-850.4000
a0b9N000000M5aNQAS,0019N000002byH0QAI,0069N000002edFGQAY,2023-03-08,2023-03-08,Mixed,55320.4700,6877.4000,3977.4000
a0b9N000000MaCfQAK,0010900001TGvjuAAD,"",2023-03-15,2023-02-01,Liquidation,46922.4000,6703.2000,103.2000
a0b9N000000MfSgQAK,00109000019J4cnAAC,0060900000LT9p2AAD,2023-03-17,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000MjbCQAS,00109000009gnyVAAQ,0069N000002Pm5jQAC,2023-03-21,2023-01-24,Acquisition,23186.8000,7203.0000,7203.0000
a0b9N000000MlQoQAK,0010900000YLAygAAH,0069N000002SRvtQAG,2023-03-22,2023-01-19,Mixed,192429.5000,3301.6500,1519.1100
a0b9N000000MrmYQAS,00109000009gqrFAAQ,"",2023-03-27,2023-01-13,Acquisition,1524.0000,1488.0000,1488.0000
a0b9N000000MzgpQAC,0010900001TGvjuAAD,"",2023-03-28,2023-02-01,Liquidation,25676.0000,3406.0000,716.0000
a0b9N000000NkMLQA0,0019N000004EPs3QAG,0069N000002kuH8QAI,2023-04-18,2023-04-18,Mixed,149278.2800,4540.9200,1368.0900
a0b9N000000NtjQQAS,00109000019J4cnAAC,0060900000LT9p2AAD,2023-04-20,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000OLyCQAW,00109000019J4cEAAS,0069N000002lIiVQAU,2023-05-01,2023-01-09,Liquidation,149518.4000,7334.3200,6597.4500
a0b9N000000OPWaQAO,00109000017SucwAAC,0069N000002mPwnQAE,2023-05-02,2023-01-17,Mixed,55789.9200,1762.3700,1182.3700
a0b9N000000ObuAQAS,0010900000BV045AAD,0069N000002mnzFQAQ,2023-05-04,2023-05-04,Mixed,6990.0800,522.8800,192.8800
a0b9N000000OsUlQAK,00109000019J4dRAAS,0060900000LT9p2AAD,2023-05-08,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000OsZMQA0,00109000009gqrFAAQ,"",2023-05-08,2023-01-13,Acquisition,9804.0000,4462.8000,4462.8000
a0b9N000000PDdlQAG,0019N000004I0XRQA0,0069N000002g6qnQAA,2023-05-11,2023-03-21,Mixed,29156.0000,0.0000,0.0000
a0b9N000000PM6dQAG,00109000009gnWVAAY,0069N000002o2twQAA,2023-05-16,2023-01-02,Mixed,9180.0000,1706.6700,206.6700
a0b9N000000PM6sQAG,00109000009gnWVAAY,0069N000002o2twQAA,2023-05-16,2023-01-02,Mixed,9325.3500,1736.9500,236.9500
a0b9N000000PhY4QAK,0019N000004N8HTQA0,0069N000002kvwcQAA,2023-05-30,2023-04-18,Mixed,12127.5000,2310.0000,1060.0000
a0b9N000000PhaJQAS,0019N000004N8HTQA0,0069N000002kvwcQAA,2023-05-30,2023-04-18,Mixed,11497.5000,2190.0000,990.0000
a0b9N000000Ps6lQAC,00109000009h59NAAQ,0069N000002bnoeQAA,2023-06-02,2023-01-04,Mixed,4800.0000,3260.8000,3260.8000
a0b9N000000QAvNQAW,0019N000004hfMLQAY,0069N000002pccMQAQ,2023-06-14,2023-05-22,Mixed,42218.8400,-417.1600,-417.1600
a0b9N000000QBB6QAO,0019N000003XAj1QAG,0069N000002dQrNQAU,2023-06-14,2023-06-14,Liquidation,46528.4300,-5009.1700,-5009.1700
a0b9N000000QMSfQAO,00109000009gnWVAAY,0069N000002tXT6QAM,2023-06-19,2023-01-02,Mixed,8402.5500,1723.3500,223.3500
a0b9N000000QiszQAC,00109000019J4cEAAS,0069N000002u9K0QAI,2023-06-26,2023-01-09,Liquidation,0.0000,"",""
a0b9N000000Qo7rQAC,0019N000003JyMeQAK,0069N000002VXUiQAO,2023-06-27,2023-01-12,Mixed,38438.6800,1385.3200,685.3200
a0b9N000000R3WwQAK,00109000009gkU6AAI,0060900000JHpe2AAD,2023-07-03,2023-01-02,Mixed,146674.0000,1666.7500,1666.7500
a0b9N000000RImvQAG,0010900000z9ot6AAA,0069N000002wwLbQAI,2023-07-11,2023-07-11,Mixed,19105.5000,1236.3500,636.3500
a0b9N000000RNJyQAO,00109000009gqrFAAQ,"",2023-07-13,2023-01-13,Acquisition,10190.4000,5420.4400,5420.4400
a0b9N000000RPqlQAG,00109000019J4dRAAS,0060900000LT9p2AAD,2023-07-14,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000RWsHQAW,0019N000004hfMLQAY,0069N000002yT5gQAE,2023-07-19,2023-05-22,Mixed,85795.2700,-860.5300,-860.5300
a0b9N000000RipeQAC,00109000019J4cEAAS,0069N000002u9K0QAI,2023-07-26,2023-01-09,Liquidation,38200.0000,1950.0000,1950.0000
a0b9N000000Rs8qQAC,00109000009gnWVAAY,0069N000002xrfyQAA,2023-07-31,2023-01-02,Mixed,8498.2500,1800.3700,300.3700
a0b9N000000Rx8UQAS,00109000009gkU6AAI,0060900000JHpe2AAD,2023-08-02,2023-01-02,Mixed,92862.0000,1105.5000,1105.5000
a0b9N000000SBcRQAW,0019N000004HcHeQAK,"",2023-08-14,2023-03-24,Mixed,48778.4500,278.4000,209.4600
a0b9N000000SP0KQAW,00109000009gnWVAAY,0069N0000032p9NQAQ,2023-08-25,2023-01-02,Mixed,9172.0500,1932.9300,432.9300
a0b9N000000SVYbQAO,0019N000003qPBeQAM,0069N0000034ycAQAQ,2023-08-30,2023-01-25,Mixed,38592.3300,1097.7300,47.7300
a0b9N000000SfD5QAK,00109000009gkU6AAI,0060900000JHpe2AAD,2023-09-04,2023-01-02,Mixed,71529.4900,278.4900,178.4900
a0b9N000000SgWSQA0,0019N000005C2nQQAS,0069N0000035Gx7QAE,2023-09-04,2023-09-04,Mixed,14009.0000,320.5000,320.5000
a0b9N000000TS5HQAW,00109000019J4dRAAS,0060900000LT9p2AAD,2023-09-18,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000TS8uQAG,0019N000002aCRRQA2,0069N0000037zXxQAI,2023-09-18,2023-09-18,Mixed,35531.3300,688.8300,-101.1700
a0b9N000000TdQjQAK,00109000009gqrFAAQ,"",2023-09-21,2023-01-13,Acquisition,13829.4000,6545.5600,6545.5600
a0b9N000000UDaYQAW,0010900000ivpuHAAQ,"",2023-10-04,2023-01-09,Acquisition,1982.4000,728.5200,728.5200
a0b9N000000UGSbQAO,0019N000005Ib3mQAC,0069N0000039g2TQAQ,2023-10-05,2023-10-05,Acquisition,47574.6000,1500.1000,950.1000
a0b9N000000UPP7QAO,0019N000004HcHeQAK,0069N0000039F83QAE,2023-10-06,2023-03-24,Mixed,47060.7500,332.2400,169.8300
a0b9N000000UcgTQAS,0019N000005LEKEQA4,0069N000003BFuxQAG,2023-10-10,2023-10-10,Acquisition,29925.6000,2291.6000,1971.6000
a0b9N000000UkH2QAK,0010900000IK8QWAA1,0069N0000036hdOQAQ,2023-10-11,2023-01-19,Acquisition,182214.0000,2491.3700,2071.3700
