pk_order,fk_seller,fk_opportunity,dt_checkout_date,cohort,ds_type_of_load,adjusted_gmv,adjusted_net_revenue,adjusted_contribution_margin
a0b9N000000XdeWQAS,00109000009gnWVAAY,0069N000003DFFsQAO,2023-10-23,2023-01-02,Mixed,9168.0000,1940.9900,440.9900
a0b9N000000Xs4NQAS,00109000017SucwAAC,"",2023-10-24,2023-01-17,Mixed,44712.3000,1437.3600,917.3600
a0b9N000000YPQ6QAO,00109000009goYsAAI,0069N000003FCWEQA4,2023-10-27,2023-03-01,Mixed,3564.0000,198.0000,198.0000
a0b9N000000YfYEQA0,00109000009goheAAA,0069N000003GCKRQA4,2023-11-02,2023-04-07,Mixed,939.1200,100.6200,100.6200
a0b9N000000Yq5zQAC,0010900000BUgbwAAD,0069N000003CfRBQA0,2023-11-03,2023-07-31,Mixed,9794.4800,1839.8800,419.8800
a0b9N000000Yq6YQAS,0010900000BUgbwAAD,0069N000003CfRBQA0,2023-11-03,2023-07-31,Mixed,9687.5200,1819.7200,399.7200
a0b9N000000YzpuQAC,00109000019J4cnAAC,0060900000LT9p2AAD,2023-11-08,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000Z1jhQAC,0019N000004eWeFQAU,0069N000003HRdnQAG,2023-11-08,2023-09-13,Mixed,33577.8000,2387.0500,987.0500
a0b9N000000ZNUKQA4,00109000009gkViAAI,"",2023-11-09,2023-03-31,Mixed,51379.7400,2441.3400,341.3400
a0b9N000000ZSDbQAO,00109000019J4dRAAS,0069N000002Pm5jQAC,2023-11-13,2023-01-10,Liquidation,32405.4000,4659.6000,4239.6000
a0b9N000000ZmENQA0,0019N0000051w4KQAQ,0069N000003JB3bQAG,2023-11-17,2023-10-19,Mixed,45829.7600,2712.5600,-187.4400
a0b9N000000ZusqQAC,00109000009gqrFAAQ,"",2023-11-22,2023-01-13,Acquisition,6773.2000,3345.3900,3345.3900
a0b9N000000ZxauQAC,00109000009gqrFAAQ,"",2023-11-23,2023-01-13,Acquisition,8034.0000,4320.7500,4320.7500
a0b9N000000ZyaYQAS,00109000009gnWVAAY,"",2023-11-23,2023-01-02,Mixed,8617.1600,1523.1800,23.1800
a0b9N000000a1yIQAQ,00109000019J4dRAAS,0060900000LT9p2AAD,2023-11-23,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000aKRBQA2,00109000019J4dRAAS,0060900000LT9p2AAD,2023-11-28,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000aMUmQAM,0010900000BUgbwAAD,0069N000003IGZeQAO,2023-11-29,2023-07-31,Mixed,8433.6600,1516.6800,116.6800
a0b9N000000azEBQAY,0010900001IPGSCAA5,"",2023-12-06,2023-11-03,Mixed,186405.3600,3039.3100,1591.4200
a0b9N000000bAl7QAE,0019N000003XmyfQAC,0069N0000032qTlQAI,2023-12-07,2023-05-09,Acquisition,165915.6000,7763.5100,7015.4200
a0b9N000000bGD7QAM,0010900000BUgbwAAD,"",2023-12-11,2023-07-31,Mixed,9021.0400,1644.7200,-5.2800
a0b9N000000bZOSQA2,00109000017SucvAAC,"",2023-12-15,2023-04-03,Mixed,662040.0000,28242.0000,28242.0000
a0b9N000000bhYQQAY,00109000019J4cnAAC,0060900000LT9p2AAD,2023-12-19,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000c8cxQAA,00109000009gkU6AAI,0060900000JHpe2AAD,2024-01-03,2023-01-02,Mixed,198427.5000,2204.7500,2204.7500
a0b9N000000cJpMQAU,0019N000003XmyfQAC,0069N0000032qTlQAI,2024-01-05,2023-05-09,Acquisition,161850.0000,4112.2500,3382.0300
a0b9N000000cRlGQAU,00109000009gnAqAAI,0069N000003U4klQAC,2024-01-09,2023-02-08,Mixed,8082.0500,7984.2500,7084.2500
a0b9N000000cVH0QAM,0019N0000065UckQAE,"",2024-01-10,2023-12-14,Liquidation,30287.7700,"",""
a0b9N000000cWBwQAM,00109000009gqrFAAQ,"",2024-01-10,2023-01-13,Acquisition,"","",""
a0b9N000000dBPXQA2,0019N000005H0CiQAK,0069N000003VqAsQAK,2024-01-19,2023-11-30,Mixed,1114.4000,477.6000,47.6000
a0b9N000000dH5ZQAU,0019N0000051w4KQAQ,"",2024-01-23,2023-10-19,Mixed,40112.8000,2330.6200,630.6200
a0b9N000000dLGaQAM,0019N000003JyMeQAK,0069N000003TuuuQAC,2024-01-30,2023-01-12,Mixed,48250.0700,-959.0300,-1989.0300
a0b9N000000dOZIQA2,0019N000003XnZzQAK,0069N000003L4PVQA0,2024-02-02,2024-01-19,Acquisition,"","",""
a0b9N000000dRYbQAM,00109000009gkVTAAY,0069N000003YVUpQAO,2024-02-09,2024-02-09,Mixed,48412.6500,2735.8500,855.8500
a0b9N000000dSMBQA2,00109000009gnWVAAY,0069N000003Uhu7QAC,2024-02-12,2023-01-02,Mixed,10171.1400,2028.1200,528.1200
a0b9N000000dbLkQAI,0019N000005cM6KQAU,0069N000003SnFvQAK,2024-02-14,2023-12-04,Acquisition,"","",""
a0b9N000000ddu3QAA,0019N000005cM6KQAU,0069N000003SnFvQAK,2024-02-21,2023-12-04,Acquisition,"","",""
a0b9N000000deB4QAI,0019N000006AUUcQAO,0069N000003ZkV5QAK,2024-02-22,2024-02-13,Acquisition,"","",""
a0b9N000000df34QAA,00109000019J4cnAAC,0060900000LT9p2AAD,2024-02-26,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000dfO0QAI,0010900000ivpuHAAQ,0069N000003QKHvQAO,2024-02-27,2023-01-09,Acquisition,"","",""
a0b9N000000dig9QAA,00109000009gqrFAAQ,"",2024-03-05,2023-01-13,Acquisition,"","",""
a0b9N000000dlMMQAY,00109000019J4cnAAC,0060900000LT9p2AAD,2024-03-13,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0bOj000001avLnIAI,0019N000003XnZzQAK,0069N000003L4PVQA0,2024-03-29,2024-01-19,Acquisition,"","",""
a0b9N000000IgvoQAC,00109000009gnWVAAY,0069N000002RICGQA4,2023-01-02,2023-01-02,Mixed,8847.3000,1677.5400,177.5400
a0b9N000000Iv5LQAS,00109000009gs6hAAA,0069N000002VWbXQAW,2023-01-11,2023-01-11,Mixed,44488.4900,961.4400,886.4400
a0b9N000000IwxKQAS,0019N000003JyMeQAK,0069N000002VfH2QAK,2023-01-12,2023-01-12,Mixed,31412.5300,387.7300,-492.2700
a0b9N000000J1sGQAS,00109000019J4bzAAC,0060900000LSKtZAAX,2023-01-16,2023-01-09,Liquidation,34601.0000,105.0000,-975.0000
a0b9N000000JAlqQAG,00109000009gkrZAAQ,0069N000002W5IvQAK,2023-01-19,2023-01-17,Mixed,25750.9500,1332.5500,843.6700
a0b9N000000JCrdQAG,0019N000003ltm3QAA,0069N000002WLxdQAG,2023-01-19,2023-01-19,Mixed,3243.0000,344.0000,514.0000
a0b9N000000JMyaQAG,0010900000ivpuHAAQ,0060900000JGjZvAAL,2023-01-25,2023-01-09,Acquisition,2033.6000,637.5300,637.5300
a0b9N000000JN8kQAG,0019N000003Q5SlQAK,0069N000002XoqaQAC,2023-01-25,2023-01-25,Mixed,12625.5600,659.4600,659.4600
a0b9N000000JOe1QAG,0019N0000039J9IQAU,0060900000JGe9RAAT,2023-01-26,2023-01-08,Mixed,471449.6200,8385.7500,6520.3700
a0b9N000000JR3rQAG,0010900000BUgbwAAD,"",2023-11-27,2023-07-31,Mixed,98733.6000,16089.9200,1689.8400
a0b9N000000JVezQAG,0019N0000039J9IQAU,0060900000JGe9RAAT,2023-01-30,2023-01-08,Mixed,465711.9000,8283.8700,8283.8700
a0b9N000000JVtiQAG,00109000019IFweAAG,0060900000JGe9RAAT,2023-01-30,2023-01-08,Mixed,270031.2300,4818.6800,4818.6800
a0b9N000000KQPdQAO,00109000009gnWVAAY,0069N000002bX3hQAE,2023-02-15,2023-01-02,Mixed,9675.2500,1646.2500,146.2500
a0b9N000000KvYSQA0,00109000019J4cnAAC,0060900000LT9p2AAD,2023-02-22,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000LLewQAG,0019N0000043F3SQAU,0069N000002c6EBQAY,2023-02-23,2023-02-23,Mixed,8436.2000,2293.4000,593.4000
a0b9N000000LqzjQAC,0010900001LO5AWAA1,0069N000002db3jQAA,2023-03-02,2023-03-02,Mixed,4708.4800,1255.0300,780.0300
a0b9N000000M0vDQAS,00109000009gnWVAAY,0069N000002bX3hQAE,2023-03-06,2023-01-02,Mixed,9590.7500,1638.7500,138.7500
a0b9N000000M1eSQAS,00109000009h59NAAQ,0069N000002diyfQAA,2023-03-07,2023-01-04,Mixed,11294.2500,5291.0000,4321.0000
a0b9N000000M1yfQAC,00109000009h59NAAQ,0069N000002diyfQAA,2023-03-07,2023-01-04,Mixed,9806.8500,4594.2000,3594.2000
a0b9N000000MZtcQAG,0019N000004DPM2QAO,0069N000002fmBfQAI,2023-03-15,2023-03-15,Mixed,6511.1000,670.1000,470.1000
a0b9N000000MeQqQAK,00109000009gkrAAAQ,0069N000002fSNLQA2,2023-03-17,2023-03-17,Mixed,17755.2300,1354.2300,879.2300
a0b9N000000MkvnQAC,00109000019J4cEAAS,0069N000002SQWYQA4,2023-03-22,2023-01-09,Liquidation,204528.0100,2098.9600,678.9600
a0b9N000000MlvwQAC,00109000017Se3TAAS,0069N000002gQxbQAE,2023-03-22,2023-01-30,Mixed,7066.8000,603.4000,-116.6000
a0b9N000000Mq2wQAC,0019N000003WT29QAG,0069N000002gnKyQAI,2023-03-24,2023-03-24,Mixed,46920.6000,1961.9000,761.9000
a0b9N000000MqKvQAK,00109000017SucwAAC,0069N000002eOGTQA2,2023-03-24,2023-01-17,Mixed,57937.3500,1723.6700,1073.6700
a0b9N000000NQtxQAG,00109000019J4cEAAS,0060900000JHJnbAAH,2023-04-06,2023-01-09,Liquidation,198181.3300,3138.9300,856.9700
a0b9N000000NR1SQAW,00109000009gkKkAAI,0069N000002gTmgQAE,2023-04-07,2023-03-20,Mixed,9086.0000,1298.0000,248.0000
a0b9N000000NY84QAG,00109000009gkKkAAI,0069N000002gTmgQAE,2023-04-12,2023-03-20,Mixed,9116.8000,1302.4000,243.6500
a0b9N000000NeidQAC,0019N000003lqRUQAY,0069N000002kYl5QAE,2023-04-14,2023-01-16,Acquisition,27458.6000,5817.5000,5817.5000
a0b9N000000NjGKQA0,00109000009gnWVAAY,0069N000002kO3EQAU,2023-04-18,2023-01-02,Mixed,10558.0500,1705.9900,205.9900
a0b9N000000NxpDQAS,0019N000003BkypQAC,0069N000002l3gcQAA,2023-04-24,2023-03-23,Mixed,182811.1300,1117.9700,-582.0300
a0b9N000000O1rmQAC,00109000019J4bzAAC,0060900000LSKtZAAX,2023-04-24,2023-01-09,Liquidation,23354.7000,502.1000,-237.9000
a0b9N000000OK20QAG,00109000009h59NAAQ,0069N000002m3dzQAA,2023-04-28,2023-01-04,Mixed,7404.6000,-36.1200,-586.1200
a0b9N000000OscuQAC,0019N000003sc4wQAA,0069N000002YbCHQA0,2023-05-08,2023-05-08,Mixed,7178.0000,1115.5000,1630.3000
a0b9N000000Ot4CQAS,00109000019J4cnAAC,0060900000LT9p2AAD,2023-05-08,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000P1MzQAK,00109000009gkKkAAI,0069N000002l3IyQAI,2023-05-10,2023-03-20,Mixed,8835.0000,1060.2000,60.2000
a0b9N000000PKLZQA4,00109000009gnWVAAY,0069N000002o2twQAA,2023-05-15,2023-01-02,Mixed,9157.0500,1702.3800,202.3800
a0b9N000000POO4QAO,00109000009grvFAAQ,0069N000002okG2QAI,2023-05-16,2023-05-12,Mixed,30105.6400,5275.4400,911.8400
a0b9N000000PPMGQA4,0010900000ivpuHAAQ,0069N000002atDcQAI,2023-05-17,2023-01-09,Acquisition,1886.0000,682.8800,682.8800
a0b9N000000PhbbQAC,0019N000004N8HTQA0,0069N000002kvwcQAA,2023-05-30,2023-04-18,Mixed,11019.7500,2099.0000,849.0000
a0b9N000000PvHUQA0,0019N000004hfMLQAY,0069N000002pccMQAQ,2023-06-05,2023-05-22,Mixed,43836.8500,-433.1500,-433.1500
a0b9N000000PvnWQAS,0019N000004JzAQQA0,0069N000002riKZQAY,2023-06-06,2023-04-04,Mixed,52607.8000,1985.2000,1985.2000
a0b9N000000QIORQA4,0019N000004I0XRQA0,0069N000002s8aOQAQ,2023-06-16,2023-03-21,Mixed,157503.5300,1843.9600,1343.9600
a0b9N000000QKT8QAO,00109000009gqrFAAQ,"",2023-06-16,2023-01-13,Acquisition,13593.0000,6313.3000,6313.3000
a0b9N000000QLoPQAW,0019N000004qfpgQAA,0069N000002tSpbQAE,2023-06-19,2023-06-19,Mixed,7033.0000,1082.0000,1082.0000
a0b9N000000QnQcQAK,0019N000004HcHeQAK,0069N000002t5DWQAY,2023-06-27,2023-03-24,Mixed,47907.4300,993.5800,924.7100
a0b9N000000QoiqQAC,0010900000ivpuHAAQ,0069N000002atDcQAI,2023-06-28,2023-01-09,Acquisition,1680.0000,454.3800,454.3800
a0b9N000000QuN1QAK,00109000019J4cEAAS,0069N000002pUsmQAE,2023-06-28,2023-01-09,Liquidation,23987.7500,383.7900,-726.4100
a0b9N000000R0RyQAK,0010900001TGvjuAAD,0069N000002va7JQAQ,2023-06-30,2023-02-01,Liquidation,26767.2000,11270.4000,10190.4000
a0b9N000000RDdRQAW,0010900001TGvjuAAD,0069N000002w2JfQAI,2023-07-07,2023-02-01,Liquidation,26334.0000,11319.0000,9619.0000
a0b9N000000RIUBQA4,0010900001TGrjAAAT,"",2023-07-10,2023-07-10,Mixed,902207.0000,19637.0000,19637.0000
a0b9N000000RN7CQAW,00109000009gqrFAAQ,"",2023-07-13,2023-01-13,Acquisition,14229.6000,7764.6200,7764.6200
a0b9N000000ROHlQAO,00109000009gqrFAAQ,"",2023-07-13,2023-01-13,Acquisition,13593.6000,7109.1300,7109.1300
a0b9N000000ROV9QAO,00109000009gqrFAAQ,"",2023-07-13,2023-01-13,Acquisition,10272.6000,4804.4200,4804.4200
a0b9N000000RXU9QAO,0010900001OUZQxAAP,0069N000002yEE6QAM,2023-07-19,2023-01-16,Mixed,14715.8100,2380.4100,1630.4100
a0b9N000000RcPWQA0,0010900001Gk68mAAB,"",2023-07-21,2023-07-21,Mixed,46407.5500,2604.9500,2493.5700
a0b9N000000RscxQAC,0010900000BUgbwAAD,"",2023-07-31,2023-07-31,Mixed,94122.0000,12026.7000,-13059.0200
a0b9N000000S3zxQAC,00109000009gnWVAAY,0069N000002xrfyQAA,2023-08-08,2023-01-02,Mixed,8653.5000,1838.5800,338.5800
a0b9N000000SEcjQAG,0010900001OUZQxAAP,0069N0000033MUUQA2,2023-08-17,2023-01-16,Mixed,11087.1000,1371.6000,352.6000
a0b9N000000SJicQAG,00109000009gkViAAI,"",2023-08-22,2023-03-31,Mixed,49053.8600,3015.1100,1045.1100
a0b9N000000SKPjQAO,00109000009gnyVAAQ,0069N000002efshQAA,2023-08-22,2023-01-24,Acquisition,20832.0000,1785.6000,1785.6000
a0b9N000000SXQQQA4,00109000009gnWVAAY,0069N0000032p9NQAQ,2023-08-31,2023-01-02,Mixed,8713.8000,1836.0800,336.0800
a0b9N000000SaVTQA0,0010900001QOYK5AAP,0069N0000035LEaQAM,2023-09-01,2023-09-01,Mixed,38888.4400,1416.4400,16.4400
a0b9N000000SjXeQAK,00109000009gp7wAAA,0069N0000035DpsQAE,2023-09-05,2023-01-26,Acquisition,189017.2800,4088.1600,3638.1600
a0b9N000000T2rdQAC,0019N000003JyMeQAK,0069N000002VXUiQAO,2023-09-12,2023-01-12,Mixed,40622.0800,568.5700,-131.4300
a0b9N000000TZTOQA4,00109000019J4cEAAS,"",2023-09-20,2023-01-09,Liquidation,31117.5200,2063.0400,1363.0400
a0b9N000000ThkDQAS,0010900000BUgbwAAD,0069N0000037e9bQAA,2023-09-22,2023-07-31,Mixed,8887.8500,1121.5700,-378.4300
a0b9N000000Ti1pQAC,00109000009gsMkAAI,0069N0000038vn5QAA,2023-09-22,2023-01-04,Mixed,3799.4600,3155.6400,3155.6400
a0b9N000000TmJxQAK,0019N000004hfMLQAY,0069N0000038npUQAQ,2023-09-25,2023-05-22,Mixed,126723.0500,-4550.9500,-4550.9500
a0b9N000000TpDhQAK,0010900001TGvjuAAD,"",2023-09-26,2023-02-01,Liquidation,26184.6000,12532.8000,11282.8000
a0b9N000000U2xqQAC,00109000019J4cEAAS,"",2023-09-29,2023-01-09,Liquidation,147180.3400,4235.1400,2235.1400
a0b9N000000U7xVQAS,00109000017SucvAAC,"",2023-10-02,2023-04-03,Mixed,962418.3500,17822.5600,17822.5600
a0b9N000000UY4HQAW,00109000013TeXWAA0,0069N000003BwrrQAC,2023-10-09,2023-01-10,Mixed,37332.7900,2315.9200,1365.9200
a0b9N000000UdTUQA0,0010900001TGvjuAAD,"",2023-10-10,2023-02-01,Liquidation,27775.8000,13531.8000,12281.8000
a0b9N000000W7oBQAS,00109000009h59NAAQ,0069N000003COjLQAW,2023-10-17,2023-01-04,Mixed,6044.4000,1407.6000,637.6000
a0b9N000000WBNPQA4,00109000009gqrFAAQ,"",2023-10-18,2023-01-13,Acquisition,10124.4000,4896.5200,4896.5200
a0b9N000000WDrEQAW,00109000009gkK1AAI,0069N000002RFoYQAW,2023-10-19,2023-01-13,Mixed,43458.7600,2041.4800,946.4800
a0b9N000000XyQKQA0,0010900001QR8QIAA1,0069N000003EngRQAS,2023-10-25,2023-03-02,Acquisition,36465.6000,2054.4000,704.4000
a0b9N000000YPNlQAO,0019N000004JzAQQA0,0069N000003FCTeQAO,2023-10-27,2023-04-04,Mixed,2364.6200,494.6200,-230.3800
a0b9N000000YpBKQA0,00109000009gkViAAI,"",2023-11-03,2023-03-31,Mixed,49277.4100,2328.8000,228.8000
a0b9N000000YwfgQAC,00109000009gnyVAAQ,0069N000002efshQAA,2023-11-07,2023-01-24,Acquisition,25125.1000,3834.0200,3834.0200
a0b9N000000Z1ykQAC,0019N000005MClPQAW,0069N000003BxCJQA0,2023-11-08,2023-11-08,Mixed,10968.1000,3160.3000,1270.3000
a0b9N000000ZVFgQAO,00109000009gkK1AAI,"",2023-11-13,2023-01-13,Mixed,42892.0300,-133.9700,-1228.9700
a0b9N000000ZePAQA0,00109000019J4dRAAS,0060900000LT9p2AAD,2023-11-16,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000ZqLOQA0,0019N0000050bOCQAY,0069N000002g6qnQAA,2023-11-20,2023-07-14,Liquidation,83973.8100,3708.5500,2148.5500
a0b9N000000ZrqDQAS,00109000019J4dRAAS,0069N000003JfnDQAS,2023-11-21,2023-01-10,Liquidation,178022.9800,7348.9800,4698.9800
a0b9N000000ZuquQAC,00109000009gqrFAAQ,"",2023-11-22,2023-01-13,Acquisition,"","",""
a0b9N000000aHQ2QAM,00109000009gqrFAAQ,"",2023-11-28,2023-01-13,Acquisition,13624.0000,7276.1600,7276.1600
a0b9N000000aOm9QAE,0019N000005RdlPQAS,"",2023-11-29,2023-11-29,Acquisition,"","",""
a0b9N000000agemQAA,0019N000005cM6KQAU,0069N000003McqFQAS,2023-12-04,2023-12-04,Mixed,10131.7600,-420.1000,-1320.1000
a0b9N000000ar2HQAQ,0019N000005Pz9LQAS,0069N000003LQZAQA4,2023-12-05,2023-12-05,Mixed,19996.2700,641.9500,541.9500
a0b9N000000bXWkQAM,0019N0000051w4KQAQ,0069N000003OmwnQAC,2023-12-15,2023-10-19,Mixed,44090.1400,649.6200,-1550.3800
a0b9N000000bta6QAA,0010900000YLAygAAH,0069N000003RNPmQAO,2023-12-24,2023-01-19,Mixed,177594.0400,3249.9000,2354.9000
a0b9N000000c3IaQAI,0019N000005RdlPQAS,"",2023-12-28,2023-11-29,Acquisition,"","",""
a0b9N000000c49BQAQ,0019N000005Q6sfQAC,"",2023-12-29,2023-10-24,Liquidation,43243.2000,-4118.4000,-4118.4000
a0b9N000000cK0gQAE,0019N000005cM6KQAU,0069N000003SngmQAC,2024-01-05,2023-12-04,Acquisition,"","",""
a0b9N000000cKLeQAM,0019N000004Y3c3QAC,0069N000003T9n7QAC,2024-01-05,2023-05-08,Mixed,21760.0000,1363.3900,663.3900
a0b9N000000cObcQAE,00109000009gnWVAAY,0069N000003OZOLQA4,2024-01-08,2023-01-02,Mixed,9658.7400,2371.8800,871.8800
a0b9N000000cQKqQAM,0019N000003JyMeQAK,0069N000003TuuuQAC,2024-01-09,2023-01-12,Mixed,52523.7700,729.2900,-370.7100
a0b9N000000cWBrQAM,00109000009gqrFAAQ,"",2024-01-10,2023-01-13,Acquisition,"","",""
a0b9N000000cxGlQAI,00109000009gnWVAAY,0069N000003Uhu7QAC,2024-01-18,2023-01-02,Mixed,9769.7600,1944.8000,444.8000
a0b9N000000dCX0QAM,0019N000003XmyfQAC,0069N0000032qTlQAI,2024-01-19,2023-05-09,Acquisition,173527.5000,4147.0500,3388.3000
a0b9N000000dGcXQAU,00109000009gnWVAAY,0069N000003Uhu7QAC,2024-01-22,2023-01-02,Mixed,9974.7200,1978.7600,478.7600
a0b9N000000dHraQAE,0019N000003Q5SlQAK,0069N000003WRlUQAW,2024-01-24,2023-01-25,Mixed,10105.8500,556.6200,556.6200
a0b9N000000dIVHQA2,0010900001BucUiAAJ,0069N000003WXtAQAW,2024-01-25,2023-01-10,Mixed,31120.4600,3303.8600,2103.8600
a0b9N000000dM2BQAU,0019N000005cM6KQAU,0069N000003SnFvQAK,2024-01-31,2023-12-04,Acquisition,"","",""
a0b9N000000dORaQAM,0019N000005cM6KQAU,0069N000003SngmQAC,2024-02-02,2023-12-04,Acquisition,"","",""
a0b9N000000dbr7QAA,00109000011ihSOAAY,0069N000003X8R9QAK,2024-02-15,2024-01-30,Acquisition,3315.0000,765.0000,765.0000
a0b9N000000dg0KQAQ,0019N000003XmyfQAC,0069N000003ZSs1QAG,2024-02-29,2023-05-09,Acquisition,"","",""
a0b9N000000diT0QAI,00109000009gqrFAAQ,"",2024-03-04,2023-01-13,Acquisition,"","",""
a0b9N000000dk0DQAQ,00109000009gnyVAAQ,0069N000002efshQAA,2024-03-08,2023-01-24,Acquisition,"","",""
a0b9N000000IgX7QAK,00109000009gnWVAAY,0069N000002RICGQA4,2023-01-02,2023-01-02,Mixed,8600.9000,1627.7000,127.7000
a0b9N000000Io2xQAC,0019N0000039J9IQAU,0060900000JGe9RAAT,2023-01-08,2023-01-08,Mixed,466221.6300,8784.3800,6951.9900
a0b9N000000IoG5QAK,0010900000ivpuHAAQ,0060900000JGjZvAAL,2023-01-09,2023-01-09,Acquisition,1984.0000,710.0500,710.0500
a0b9N000000IpREQA0,00109000009gnWVAAY,0069N000002RICGQA4,2023-01-09,2023-01-02,Mixed,8677.9000,1645.4200,145.4200
a0b9N000000IrNvQAK,0019N000003MnlTQAS,0069N000002NWOpQAO,2023-01-10,2023-01-04,Mixed,18285.6000,1684.2000,384.2000
a0b9N000000IyOKQA0,00109000019J4bVAAS,0060900000LSORAAA5,2023-01-12,2023-01-12,Liquidation,39416.0000,19404.8000,18254.8000
a0b9N000000J6Y2QAK,0010900000FPnIVAA1,0069N000002WKhnQAG,2023-01-17,2023-01-13,Mixed,2324.5600,1138.5600,598.5600
a0b9N000000J9xbQAC,0010900000BUc3pAAD,0069N000002WgQEQA0,2023-01-18,2023-01-18,Mixed,52580.0000,2581.2000,1631.2000
a0b9N000000JACWQA4,0019N000003MOUUQA4,0069N000002PO2zQAG,2023-01-18,2023-01-18,Acquisition,"","",""
a0b9N000000JGfQQAW,00109000009gqIXAAY,0069N000002XSAaQAO,2023-01-23,2023-01-23,Mixed,2908.5000,415.5000,426.4900
a0b9N000000JQVQQA4,0019N000003qY6DQAU,0069N000002Wn9oQAC,2023-01-27,2023-01-24,Mixed,14944.0500,2744.2500,2144.2500
a0b9N000000KFWAQA4,00109000019J4cnAAC,0060900000LT9p2AAD,2023-02-13,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000KUmAQAW,00109000009gnWVAAY,0069N000002bX3hQAE,2023-02-16,2023-01-02,Mixed,9658.3500,1646.8500,146.8500
a0b9N000000KUmKQAW,00109000009gnWVAAY,0069N000002bX3hQAE,2023-02-16,2023-01-02,Mixed,10047.0500,1720.5500,220.5500
a0b9N000000LYNRQA4,0010900000FPnIVAA1,0069N000002d534QAA,2023-02-27,2023-01-13,Mixed,4262.5500,2001.0500,1301.0500
a0b9N000000LdUlQAK,00109000009gkU6AAI,0060900000JHpe2AAD,2023-02-28,2023-01-02,Mixed,107628.5000,1098.2500,1098.2500
a0b9N000000LelvQAC,00109000009go48AAA,0069N000002dD7MQAU,2023-02-28,2023-02-28,Mixed,21770.1000,836.1000,836.1000
a0b9N000000M0YTQA0,0010900000ivpuHAAQ,0060900000JGjZvAAL,2023-03-06,2023-01-09,Acquisition,2133.0000,823.9500,823.9500
a0b9N000000MZm7QAG,0019N000004AynWQAS,0069N000002f787QAA,2023-03-15,2023-03-15,Mixed,34410.4500,2419.2000,1879.2000
a0b9N000000MinwQAC,00109000009gkKkAAI,0069N000002gTmgQAE,2023-03-20,2023-03-20,Mixed,8824.2000,1260.6000,260.6000
a0b9N000000MlQfQAK,0010900000IK8QWAA1,0069N000002SQWYQA4,2023-03-22,2023-01-19,Acquisition,204610.9200,3839.3100,3117.8400
a0b9N000000Mrm9QAC,00109000009h59NAAQ,0069N000002bnoeQAA,2023-03-28,2023-01-04,Mixed,1605.0000,637.4000,387.4000
a0b9N000000NZ1OQAW,00109000009gkKkAAI,0069N000002gTmgQAE,2023-04-13,2023-03-20,Mixed,8862.7000,1266.1000,296.1000
a0b9N000000NZHMQA4,00109000009gkKkAAI,0069N000002gTmgQAE,2023-04-13,2023-03-20,Mixed,9278.5000,1325.5000,375.5000
a0b9N000000NZjEQAW,0019N000004Pu8lQAC,"",2023-04-13,2023-04-13,Mixed,32414.2000,9937.2000,8265.2000
a0b9N000000NaseQAC,0010900000YLAygAAH,0069N000002SRvtQAG,2023-04-13,2023-01-19,Mixed,181378.6900,3060.0200,1284.1000
a0b9N000000NjpSQAS,00109000009gnWVAAY,0069N000002kO3EQAU,2023-04-18,2023-01-02,Mixed,10097.8500,1635.3400,135.3400
a0b9N000000Ns8yQAC,00109000009gszXAAQ,0069N000002kYEqQAM,2023-04-20,2023-04-20,Mixed,179548.4900,2926.0500,-316.7300
a0b9N000000NvWzQAK,0019N0000047dmLQAQ,0069N000002dYm6QAE,2023-04-21,2023-04-21,Mixed,27256.4000,3306.5000,1966.5000
a0b9N000000OBevQAG,00109000009gnWVAAY,0069N000002fxe9QAA,2023-04-26,2023-01-02,Mixed,10434.1500,1693.3900,193.3900
a0b9N000000OIcXQAW,0019N000004SQNtQAO,0069N000002kudxQAA,2023-04-27,2023-04-27,Mixed,63956.4500,4921.8200,1021.8200
a0b9N000000OswXQAS,00109000019J4dRAAS,0069N000002Pm5jQAC,2023-05-08,2023-01-10,Liquidation,37422.0000,7938.0000,7518.0000
a0b9N000000OyMRQA0,00109000017Se3TAAS,0069N000002gQxbQAE,2023-05-09,2023-01-30,Mixed,6310.4000,-120.2900,-920.2900
a0b9N000000PIfZQAW,00109000009grvFAAQ,0069N000002myIyQAI,2023-05-12,2023-05-12,Mixed,45109.3500,3059.9900,1859.9900
a0b9N000000PM6nQAG,00109000009gnWVAAY,0069N000002o2twQAA,2023-05-16,2023-01-02,Mixed,9134.1000,1707.4200,207.4200
a0b9N000000PVJmQAO,00109000009gnyVAAQ,0069N000002efshQAA,2023-05-22,2023-01-24,Acquisition,24649.3500,5975.6000,5975.6000
